idx,BOD_addr,general,pediatric,specialist,CensusCountyFips,Latitude,Longitude,hygienist_for_general,hygienist_for_pediatric
0,"  236 BRENTON CIRCLE,-,-,HARLEYSVILLE,PENNSYLVANIA,19438",1.0,0.0,0.0,91.0,40.26252488,40.26252488,2.0,0.0
1,"  3040 E COUNTY LINE ROAD,-,-,HATBORO,PENNSYLVANIA,19040",1.0,0.0,0.0,91.0,40.17985510000001,40.17985510000001,2.0,0.0
2,"  400 E SWAMP ROAD,-,-,DOYLESTOWN,PENNSYLVANIA,18901",1.0,0.0,0.0,17.0,40.31256782,40.31256782,2.0,0.0
3,"  ENDODONTICS ASSOCIATES, 1199 COLONIAL ROAD,-,HARRISBURG,PENNSYLVANIA,17112",0.0,0.0,1.0,43.0,40.37310269,40.37310269,0.0,0.0
4,"  P.O. BOX 76,3822 MAPLE STREET,-,HAWTHORN,PENNSYLVANIA,16230",0.0,0.0,1.0,31.0,41.01880299,41.01880299,0.0,0.0
5," # 1,1296 PENNSYLVANIA AVE,-,PROSPECT PARK,PENNSYLVANIA,19076",1.0,0.0,0.0,45.0,39.88590687,39.88590687,2.0,0.0
6," # 145,145 TOWNSHIP LINE RD,-,JENKINTOWN,PENNSYLVANIA,19046",0.0,0.0,1.0,91.0,40.10140531,40.10140531,0.0,0.0
7," # 2,902 JACKS CREEK RD,-,LEWISTOWN,PENNSYLVANIA,17044",1.0,0.0,0.0,87.0,40.57810223,40.57810223,2.0,0.0
8," 1 ALDWYN LANE,-,-,VILLANOVA,PENNSYLVANIA,19085",0.0,0.0,2.0,45.0,40.03418676,40.03418676,0.0,0.0
9," 1 BELMONT AVENUE,SUITE 316,-,BALA CYNWYD,PENNSYLVANIA,19004",0.0,0.0,1.0,91.0,40.00567789,40.00567789,0.0,0.0
10," 1 BROWN STREET,UNIT 1304,-,PHILADELPHIA,PENNSYLVANIA,19123",1.0,0.0,0.0,101.0,39.96245364,39.96245364,2.0,0.0
11," 1 CHESLEY DRIVE,-,-,MEDIA,PENNSYLVANIA,19063",0.0,0.0,2.0,45.0,39.91400718,39.91400718,0.0,0.0
12," 1 CHESTER ROAD,-,-,WALLINGFORD,PENNSYLVANIA,19086",1.0,0.0,0.0,45.0,39.89063273,39.89063273,2.0,0.0
13," 1 COTTON STREET #207,-,-,PHILADELPHIA,PENNSYLVANIA,19127",1.0,0.0,0.0,101.0,40.02474203,40.02474203,2.0,0.0
14," 1 CRESCENT DR,SUITE 300,-,PHILADELPHIA,PENNSYLVANIA,19112",2.0,0.0,0.0,101.0,39.88984399,39.88984399,4.0,0.0
15," 1 E CHURCH RD,-,-,PLYMOUTH MTNG,PENNSYLVANIA,19462",1.0,0.0,0.0,91.0,40.13203222,40.13203222,2.0,0.0
16," 1 FRANKLIN TOWN BLVD,APT #1917,-,PHILADELPHIA,PENNSYLVANIA,19103",1.0,0.0,0.0,101.0,39.95937861,39.95937861,2.0,0.0
17," 1 HIBBERDS PLACE,-,-,BROOMALL,PENNSYLVANIA,19008",1.0,0.0,0.0,45.0,39.96015665,39.96015665,2.0,0.0
18," 1 LOCUST STREET,-,-,COLUMBIA,PENNSYLVANIA,17512",1.0,0.0,0.0,71.0,40.02973834,40.02973834,2.0,0.0
19," 1 MAPLE POINT DR,-,-,LANGHORNE,PENNSYLVANIA,19047",1.0,0.0,0.0,17.0,40.2096055,40.2096055,2.0,0.0
20," 1 MELON BANK CENTER,500 GRANT ST,UPPER LOBBY,PITTSBURGH,PENNSYLVANIA,15219",1.0,0.0,0.0,3.0,40.44229609,40.44229609,2.0,0.0
21," 1 QUEEN ST,UNIT 6,-,PHILADELPHIA,PENNSYLVANIA,19147",0.0,1.0,0.0,101.0,39.93623649,39.93623649,0.0,2.0
22," 1 RADNOR DR,APT A2,-,NEWTOWN,PENNSYLVANIA,19073",1.0,0.0,0.0,45.0,39.98426399,39.98426399,2.0,0.0
23," 1 WHITE OAK TRAIL,-,-,GETTYSBURG,PENNSYLVANIA,17325",1.0,0.0,0.0,1.0,39.882166399999996,39.882166399999996,2.0,0.0
24," 1 WHITESTONE LANE,-,-,KENNETT SQUARE,PENNSYLVANIA,19348",0.0,1.0,0.0,29.0,39.883811,39.883811,0.0,2.0
25," 10 ASPIN CT,-,-,PITTSBURGH,PENNSYLVANIA,15215",1.0,0.0,0.0,3.0,40.4983489,40.4983489,2.0,0.0
26," 10 BECKLEYS CORNER,-,-,LEBANON,PENNSYLVANIA,17042",0.0,0.0,1.0,75.0,40.30999022,40.30999022,0.0,0.0
27," 10 CASTLE ROCK DRIVE ,-,-,HAVERTOWN,PENNSYLVANIA,19083",1.0,0.0,0.0,45.0,39.98505896,39.98505896,2.0,0.0
28," 10 E GRAVERS LN,-,-,PHILADELPHIA,PENNSYLVANIA,19118",1.0,0.0,0.0,101.0,40.07466403,40.07466403,2.0,0.0
29," 10 E GREENVILLE DR,-,-,GREENVILLE,PENNSYLVANIA,16125",1.0,0.0,0.0,85.0,41.39581453,41.39581453,2.0,0.0
30," 10 ELBOW LN,-,-,MALVERN,PENNSYLVANIA,19355",1.0,0.0,0.0,29.0,40.04831865,40.04831865,2.0,0.0
31," 10 FOREST LN,-,-,SPRINGFIELD,PENNSYLVANIA,19064",1.0,0.0,0.0,45.0,39.94267018,39.94267018,2.0,0.0
32," 10 HIGHGATE LN,-,-,BLUE BELL,PENNSYLVANIA,19422",1.0,0.0,0.0,91.0,40.15104346,40.15104346,2.0,0.0
33," 10 HUNT CLUB DR,-,-,COLLEGEVILLE,PENNSYLVANIA,19426",1.0,0.0,0.0,91.0,40.14607188,40.14607188,2.0,0.0
34," 10 LONE STREET,-,-,PITTSTON TWP,PENNSYLVANIA,18640",1.0,0.0,0.0,79.0,41.3171076,41.3171076,2.0,0.0
35," 10 QUAINT ROAD,-,-,LEVITTOWN,PENNSYLVANIA,19057",1.0,0.0,0.0,17.0,40.15330161,40.15330161,2.0,0.0
36," 10 SANTA MARIA DRIVE,-,-,READING,PENNSYLVANIA,19606",1.0,0.0,0.0,11.0,40.3138687,40.3138687,2.0,0.0
37," 10 SHIRL DR,-,-,PITTSBURGH,PENNSYLVANIA,15238",1.0,0.0,0.0,3.0,40.5489302,40.5489302,2.0,0.0
38," 10 TAYLOR DRIVE,-,-,READING,PENNSYLVANIA,19606",1.0,0.0,0.0,11.0,40.311713299999994,40.311713299999994,2.0,0.0
39," 10-A LIBERTY LANE,-,-,LATROBE,PENNSYLVANIA,15650",0.0,0.0,1.0,129.0,40.29079688,40.29079688,0.0,0.0
40," 100 BISHOP PINE ROAD,-,-,BARTO,PENNSYLVANIA,19504",1.0,0.0,0.0,11.0,40.38736160000001,40.38736160000001,2.0,0.0
41," 100 DEERFIELD LANE  SUITE 290,-,-,MALVERN,PENNSYLVANIA,19355",1.0,0.0,0.0,29.0,40.04305516,40.04305516,2.0,0.0
42," 100 DEVEREUX ROAD,-,-,GLENMOORE,PENNSYLVANIA,19343",1.0,0.0,0.0,29.0,40.08980673,40.08980673,2.0,0.0
43," 100 DOUGLAS FIR DRIVE,UNIT #203,-,WARRINGTON,PENNSYLVANIA,18976",1.0,0.0,0.0,17.0,40.25608509,40.25608509,2.0,0.0
44," 100 E LEHIGH AVENUE PM2,-,-,PHILADELPHIA,PENNSYLVANIA,19125",1.0,0.0,0.0,101.0,39.99079943,39.99079943,2.0,0.0
45," 100 EAST MAIN STREET,-,-,NEW HOLLAND,PENNSYLVANIA,17557",1.0,0.0,0.0,71.0,40.10250189,40.10250189,2.0,0.0
46," 100 EAST MAIN STREET,PO BOX 429,-,NEW BLOOMFIELD,PENNSYLVANIA,17068",1.0,0.0,0.0,99.0,40.42093664,40.42093664,2.0,0.0
47," 100 ELMWOOD LN,-,-,COATESVILLE,PENNSYLVANIA,19320",1.0,0.0,0.0,29.0,40.00518155,40.00518155,2.0,0.0
48," 100 HAMPDEN AVE,NUMBER C,PO BOX 401,NARBERTH,PENNSYLVANIA,190720401",1.0,0.0,0.0,91.0,40.00646062,40.00646062,2.0,0.0
49," 100 HARVARD AVE,-,-,LANCASTER,PENNSYLVANIA,17603",1.0,0.0,0.0,71.0,40.0352214,40.0352214,2.0,0.0
50," 100 HERBST ROAD,-,-,CORAOPOLIS,PENNSYLVANIA,15108",0.0,0.0,1.0,3.0,40.48806,40.48806,0.0,0.0
51," 100 LOGAN BOULEVARD,-,-,ALTOONA,PENNSYLVANIA,16602",1.0,0.0,0.0,13.0,40.48561569,40.48561569,2.0,0.0
52," 100 OAKWOOD AVENUE,SUITE 200,-,STATE COLLEGE,PENNSYLVANIA,16803",2.0,0.0,0.0,27.0,40.81674797,40.81674797,4.0,0.0
53," 100 OLD PENNELL ROAD,-,-,MEDIA,PENNSYLVANIA,19063",0.0,0.0,1.0,45.0,39.87611797,39.87611797,0.0,0.0
54," 100 OWENDALE AVE,-,-,PITTSBURGH,PENNSYLVANIA,15227",1.0,0.0,0.0,3.0,40.3817836,40.3817836,2.0,0.0
55," 100 PORTER ROAD,SUITE 105,-,POTTSTOWN,PENNSYLVANIA,19464",1.0,0.0,0.0,91.0,40.24313731,40.24313731,2.0,0.0
56," 100 RIDGE ROAD,SUITE 36,-,CHADDS FORD,PENNSYLVANIA,19317",1.0,0.0,0.0,45.0,39.86603395,39.86603395,2.0,0.0
57," 100 S BROAD ST,SUITE 2020,-,PHILADELPHIA,PENNSYLVANIA,19110",0.0,0.0,1.0,101.0,39.95087665,39.95087665,0.0,0.0
58," 100 S BROAD STREET,SUITE 2000,-,PHILADELPHIA,PENNSYLVANIA,19110",0.0,0.0,1.0,101.0,39.95087665,39.95087665,0.0,0.0
59," 100 SCOTCH PINE ROAD,-,100 SCOTCH PINE ROAD,DILLSBURG,PENNSYLVANIA,17019",1.0,0.0,0.0,133.0,40.09008457,40.09008457,2.0,0.0
60," 100 SOUTH BROAD STREET  SUITE 2020,-,-,PHILADELPHIA,PENNSYLVANIA,19110",0.0,0.0,1.0,101.0,39.95087665,39.95087665,0.0,0.0
61," 100 SOUTH BROAD STREET,SUITE 2000,-,PHILADELPHIA,PENNSYLVANIA,19110",1.0,0.0,0.0,101.0,39.95087665,39.95087665,2.0,0.0
62," 100 TIMBERLINE DRIVE,-,-,WASHINGTON,PENNSYLVANIA,15301",1.0,0.0,0.0,125.0,40.14115509,40.14115509,2.0,0.0
63," 100 TOPLAND DR,-,-,LANCASTER,PENNSYLVANIA,17601",1.0,0.0,0.0,71.0,40.06832538,40.06832538,2.0,0.0
64," 100 VAN BUREN COURT ,-,-,MILFORD,PENNSYLVANIA,18337",1.0,0.0,0.0,103.0,41.30537477,41.30537477,2.0,0.0
65," 100 WOODSIDE CIR,-,-,DRESHER,PENNSYLVANIA,19025",1.0,0.0,0.0,91.0,40.13215704,40.13215704,2.0,0.0
66," 1000 BROOKTREE ROAD ,SUITE 304,-,WEXFORD,PENNSYLVANIA,15090",0.0,0.0,1.0,3.0,40.6161975,40.6161975,0.0,0.0
67," 1000 COMERCE DR.,SUITE 1005,-,MOON TWP.,PENNSYLVANIA,15108",1.0,0.0,0.0,3.0,40.5045555,40.5045555,2.0,0.0
68," 1000 CONESTOGA ROAD,APARTMENT #C345,-,BRYN MAWR,PENNSYLVANIA,19010",1.0,0.0,0.0,45.0,40.02336118,40.02336118,2.0,0.0
69," 1000 E SIMPSON STREET,-,-,MECHANICSBURG,PENNSYLVANIA,17055",1.0,0.0,0.0,41.0,40.17895741,40.17895741,2.0,0.0
70," 1000 MONTICELLO LN,-,-,LANCASTER,PENNSYLVANIA,17603",1.0,0.0,0.0,71.0,40.01445419,40.01445419,2.0,0.0
71," 1000 RICHMOND ROAD,-,-,RED LION,PENNSYLVANIA,17356",0.0,0.0,1.0,133.0,39.92332844,39.92332844,0.0,0.0
72," 10000 MOLLY PITCHER HWY,-,-,SHIPPENSBURG,PENNSYLVANIA,17257",1.0,0.0,0.0,55.0,40.03546352,40.03546352,2.0,0.0
73," 1001 CITY AVE,UNIT WA 1103,-,WYNNEWOOD,PENNSYLVANIA,19096",1.0,0.0,0.0,91.0,39.98357238,39.98357238,2.0,0.0
74," 1001 JAMES DR.  #A-10,-,-,LEESPORT,PENNSYLVANIA,19533",0.0,1.0,0.0,11.0,40.3921566,40.3921566,0.0,2.0
75," 1001 JAMES DRIVE ,SUITE A-10,-,LEESPORT,PENNSYLVANIA,19533",1.0,0.0,0.0,11.0,40.3921566,40.3921566,2.0,0.0
76," 1001 S 8TH ST #2 FL,-,-,PHILADELPHIA,PENNSYLVANIA,19147",1.0,0.0,0.0,101.0,39.93714396,39.93714396,2.0,0.0
77," 1003 FLORAL VALE BLVD,-,-,YARDLEY,PENNSYLVANIA,19067",1.0,0.0,0.0,17.0,40.21996697,40.21996697,2.0,0.0
78," 1003 HAWTHORNE LANE,-,-,FORT WASHINGTON,PENNSYLVANIA,19034",1.0,0.0,0.0,91.0,40.152202700000004,40.152202700000004,2.0,0.0
79," 1003 TWIST ROAD,-,-,PHILADELPHIA,PENNSYLVANIA,19115",0.0,0.0,1.0,101.0,40.09459011,40.09459011,0.0,0.0
80," 10039 S CANTERBURY RD ,-,-,PHILADELPHIA,PENNSYLVANIA,19114",1.0,0.0,0.0,101.0,40.07787242,40.07787242,2.0,0.0
81," 1004 2ND AVE,-,-,STEELTON,PENNSYLVANIA,17113",1.0,0.0,0.0,43.0,40.23999936,40.23999936,2.0,0.0
82," 1004 COUNTRY CLUB DRIVE,-,-,JEANNETTE,PENNSYLVANIA,15644",1.0,0.0,0.0,129.0,40.39150854,40.39150854,2.0,0.0
83," 1004 HARRISON CITY EXPORT ROAD,-,-,HARRISON CITY,PENNSYLVANIA,15636",1.0,0.0,0.0,129.0,40.35514121,40.35514121,2.0,0.0
84," 1005 BALD EAGLE AVENUE,-,-,TYRONE,PENNSYLVANIA,16686",1.0,0.0,0.0,13.0,40.67017798,40.67017798,2.0,0.0
85," 1005 CHESTNUT STREET,-,-,COPLAY,PENNSYLVANIA,18037",1.0,0.0,0.0,77.0,40.66846581,40.66846581,2.0,0.0
86," 1005 DELRAY ST,-,-,PHILADELPHIA,PENNSYLVANIA,19116",1.0,0.0,0.0,101.0,40.11177045,40.11177045,2.0,0.0
87," 1005 MARGARET STREET,-,-,PITTSBURGH,PENNSYLVANIA,15209",0.0,0.0,1.0,3.0,40.5012774,40.5012774,0.0,0.0
88," 1005 PINNACLE WAY,-,-,GREENSBURG,PENNSYLVANIA,15601",0.0,0.0,1.0,129.0,40.28690452,40.28690452,0.0,0.0
89," 1005 S. LEOPARD RD.,-,-,BERWYN,PENNSYLVANIA,19312",1.0,0.0,0.0,29.0,40.02734354,40.02734354,2.0,0.0
90," 1005 SUMMER RIDGE COURT,-,-,MURRYSVILLE,PENNSYLVANIA,15668",1.0,0.0,0.0,129.0,40.47465021,40.47465021,2.0,0.0
91," 1006 GLENWOOD LN,-,-,LEBANON,PENNSYLVANIA,17042",1.0,0.0,0.0,75.0,40.31658509,40.31658509,2.0,0.0
92," 1006 ROCK CREEK RD,-,-,WEST CHESTER,PENNSYLVANIA,19380",0.0,0.0,1.0,29.0,39.97276048,39.97276048,0.0,0.0
93," 1007 MT LAUREL AVENUE,-,-,TEMPLE,PENNSYLVANIA,19560",1.0,0.0,0.0,11.0,40.41136420000001,40.41136420000001,2.0,0.0
94," 1007 SHERIFFS CT,-,-,MCMURRAY,PENNSYLVANIA,15317",1.0,0.0,0.0,125.0,40.26416423,40.26416423,2.0,0.0
95," 1008 BEN FRANKLIN HWY W,-,-,DOUGLASSVILLE,PENNSYLVANIA,19518",1.0,0.0,0.0,11.0,40.26438320000001,40.26438320000001,2.0,0.0
96," 1008 LAKE LANE,-,-,PENNSBURG,PENNSYLVANIA,18073",1.0,0.0,0.0,91.0,40.385833500000004,40.385833500000004,2.0,0.0
97," 1008 LAKESIDE DRIVE,-,-,MCDONALD,PENNSYLVANIA,15057",0.0,0.0,1.0,125.0,40.33313512,40.33313512,0.0,0.0
98," 1008 SCRANTON CARBONDALE HWY,-,-,SCRANTON,PENNSYLVANIA,18508",0.0,0.0,1.0,69.0,41.46793389,41.46793389,0.0,0.0
99," 1009 EAST MAIN AVENUE,-,-,NANTICOKE,PENNSYLVANIA,18634",1.0,0.0,0.0,79.0,41.17090971,41.17090971,2.0,0.0
100," 1009 PAINTERS XING,-,-,CHADDS FORD,PENNSYLVANIA,19317",1.0,0.0,0.0,45.0,39.87473066,39.87473066,2.0,0.0
101," 101 BARCLADEN RD,-,-,BRYN MAWR,PENNSYLVANIA,19010",1.0,0.0,0.0,45.0,40.02664034,40.02664034,2.0,0.0
102," 101 BARCLADEN RD.,-,-,BRYN MAWR,PENNSYLVANIA,19010",1.0,0.0,0.0,45.0,40.02664034,40.02664034,2.0,0.0
103," 101 BEAVER STREET,-,-,FALLSTON,PENNSYLVANIA,150662902",0.0,0.0,1.0,7.0,40.72032720000001,40.72032720000001,0.0,0.0
104," 101 BELLEVUE ROAD,SUITE 101,-,PITTSBURGH,PENNSYLVANIA,15229",0.0,0.0,1.0,3.0,40.5142635,40.5142635,0.0,0.0
105," 101 BRADFORD ROAD,STE 270,-,WEXFORD,PENNSYLVANIA,15090",1.0,0.0,0.0,3.0,40.64300410000001,40.64300410000001,2.0,0.0
106," 101 BRADFORD ROAD,SUITE 270,-,WEXFORD,PENNSYLVANIA,15090",1.0,0.0,0.0,3.0,40.64300410000001,40.64300410000001,2.0,0.0
107," 101 CREEKSIDE DR,-,-,MILLERSVILLE,PENNSYLVANIA,17551",1.0,0.0,0.0,71.0,39.99495329,39.99495329,2.0,0.0
108," 101 DEVON DR,-,-,EXTON,PENNSYLVANIA,19341",1.0,0.0,0.0,29.0,40.04350987,40.04350987,2.0,0.0
109," 101 DEVON ROAD,-,-,CHALFONT,PENNSYLVANIA,18914",0.0,0.0,1.0,17.0,40.27631518,40.27631518,0.0,0.0
110," 101 E NORTH HILLS PL,-,-,STATE COLLEGE,PENNSYLVANIA,16803",0.0,0.0,1.0,27.0,40.80810749,40.80810749,0.0,0.0
111," 101 EAST COOKE AVENUE,-,-,GLENOLDEN,PENNSYLVANIA,19036",1.0,0.0,0.0,45.0,39.90069309,39.90069309,2.0,0.0
112," 101 LLANFAIR ROAD,-,-,ARDMORE,PENNSYLVANIA,19003",0.0,0.0,1.0,91.0,40.00918370000001,40.00918370000001,0.0,0.0
113," 101 N FRONT ST,-,-,PHILIPSBURG,PENNSYLVANIA,16866",1.0,0.0,0.0,27.0,40.89652963,40.89652963,2.0,0.0
114," 101 NORTH MCDONALD STREET,SUITE 100,-,MC DONALD,PENNSYLVANIA,15057",1.0,0.0,0.0,125.0,40.37068309,40.37068309,2.0,0.0
115," 101 NORTH POINTE BLVD,SUITE 201,-,LANCASTER,PENNSYLVANIA,17601",1.0,0.0,0.0,71.0,40.07126911,40.07126911,2.0,0.0
116," 101 PINE ROAD,-,-,EDGEWORTH,PENNSYLVANIA,15143",1.0,0.0,0.0,3.0,40.5453799,40.5453799,2.0,0.0
117," 101 RIVER DRIVE,-,-,LANCASTER,PENNSYLVANIA,17603",1.0,0.0,0.0,71.0,40.04424146,40.04424146,2.0,0.0
118," 101 S WILBUR AVE,-,-,SAYRE,PENNSYLVANIA,18840",1.0,0.0,0.0,15.0,41.98152531,41.98152531,2.0,0.0
119," 101 S. BRYN MAWR AVE.,SUITE 320,-,BRYN MAWR,PENNSYLVANIA,19010",0.0,0.0,1.0,91.0,40.01941006,40.01941006,0.0,0.0
120," 101 S. BRYN MAWR AVENUE,SUITE 230,-,BRYN MAWR,PENNSYLVANIA,19010",1.0,0.0,0.0,91.0,40.01941006,40.01941006,2.0,0.0
121," 101 SEEL ST,-,-,PITTSBURGH,PENNSYLVANIA,15223",1.0,0.0,0.0,3.0,40.5194269,40.5194269,2.0,0.0
122," 101 STONEBRIDGE LN,-,-,DOWNINGTOWN,PENNSYLVANIA,19335",1.0,0.0,0.0,29.0,40.00751802,40.00751802,2.0,0.0
123," 101 SUMMER VALLEY ROAD,-,-,ORWIGSBURG,PENNSYLVANIA,17961",1.0,0.0,0.0,107.0,40.61495376,40.61495376,2.0,0.0
124," 101 WALNUT ST,-,-,WAYNESBORO,PENNSYLVANIA,17268",1.0,0.0,0.0,55.0,39.7515193,39.7515193,2.0,0.0
125," 101 WEST HIGH ST.,-,-,ELIZABETHTOWN,PENNSYLVANIA,17022",1.0,0.0,0.0,71.0,40.15075711,40.15075711,2.0,0.0
126," 101 WEST MAIN STREET,-,-,NEW HOLLAND,PENNSYLVANIA,17557",1.0,0.0,0.0,71.0,40.10156352,40.10156352,2.0,0.0
127," 101 WEST WATER STREET,P O BOX 544,-,SAXONBURG,PENNSYLVANIA,16056",1.0,0.0,0.0,19.0,40.75391482,40.75391482,2.0,0.0
128," 1010 BAYTHORNE DR,-,-,MECHANICSBURG,PENNSYLVANIA,17050",1.0,0.0,0.0,41.0,40.26831418,40.26831418,2.0,0.0
129," 10101 ACADEMY ROAD,-,-,PHILADELPHIA,PENNSYLVANIA,19114",1.0,0.0,0.0,101.0,40.07938347,40.07938347,2.0,0.0
130," 1011 GUM PLACE,-,-,HUNTINGDON VALLEY,PENNSYLVANIA,19006",1.0,0.0,0.0,91.0,40.16693257,40.16693257,2.0,0.0
131," 10111 VALLEY FORGE CIR,-,-,KNG OF PRUSSA,PENNSYLVANIA,19406",1.0,0.0,0.0,91.0,40.10578263,40.10578263,2.0,0.0
132," 10125 VERREE ROAD,SUITE 307,-,PHILADELPHIA,PENNSYLVANIA,19116",1.0,0.0,0.0,101.0,40.10564184,40.10564184,2.0,0.0
133," 1013 HUNTER LANE,-,-,SWARTHMORE,PENNSYLVANIA,19081",1.0,0.0,0.0,45.0,39.88794896,39.88794896,2.0,0.0
134," 1013 PITTSTON AVENUE,-,-,SCRANTON,PENNSYLVANIA,18505",1.0,0.0,0.0,69.0,41.39568816,41.39568816,2.0,0.0
135," 1013 WEST MAIN STREET,SUITE #6,-,MOUNT JOY,PENNSYLVANIA,17552",1.0,0.0,0.0,71.0,40.11645441,40.11645441,2.0,0.0
136," 1014 22ND AVE,-,-,ALTOONA,PENNSYLVANIA,16601",1.0,0.0,0.0,13.0,40.524139700000006,40.524139700000006,2.0,0.0
137," 1014 FAULKNER WAY,-,-,GREENSBURG,PENNSYLVANIA,15601",1.0,0.0,0.0,129.0,40.28192634,40.28192634,2.0,0.0
138," 1014 FIFTH AVE,P O BOX 185,-,E MCKEESPORT,PENNSYLVANIA,15035",1.0,0.0,0.0,3.0,40.3832271,40.3832271,2.0,0.0
139," 1014 FLEMINGTON ST,-,-,PITTSBURGH,PENNSYLVANIA,15217",0.0,0.0,1.0,3.0,40.427107899999996,40.427107899999996,0.0,0.0
140," 1014 S 22ND STREET,-,-,PHILADELPHIA,PENNSYLVANIA,19146",0.0,0.0,1.0,101.0,39.94030749,39.94030749,0.0,0.0
141," 1015 CHESTNUT ST,SUITE 417,-,PHILADELPHIA,PENNSYLVANIA,19107",1.0,0.0,0.0,101.0,39.95044417,39.95044417,2.0,0.0
142," 1015 RIVER STREET,-,-,SCRANTON,PENNSYLVANIA,18505",1.0,0.0,0.0,69.0,41.39495386,41.39495386,2.0,0.0
143," 1015 THRUSH LANE,-,-,HUNTINGDON VALLEY,PENNSYLVANIA,19006",1.0,0.0,0.0,91.0,40.15403677,40.15403677,2.0,0.0
144," 1016 FITZWATER STREET,-,-,PHILADELPHIA,PENNSYLVANIA,19147",1.0,0.0,0.0,101.0,39.94091006,39.94091006,2.0,0.0
145," 1016 HEATH AVE,-,-,READING,PENNSYLVANIA,19605",1.0,0.0,0.0,11.0,40.40311981,40.40311981,2.0,0.0
146," 1016 MOUNT PLEASANT ROAD,-,-,BRYN MAWR,PENNSYLVANIA,19010",0.0,0.0,1.0,91.0,40.05074477,40.05074477,0.0,0.0
147," 1016 RIVERVIEW LANE,-,-,W CONSHOHOCKEN,PENNSYLVANIA,19428",1.0,0.0,0.0,91.0,40.06546642,40.06546642,2.0,0.0
148," 1017 CHURCHVILLE ROAD ,-,-,SOUTHAMPTON,PENNSYLVANIA,18966",1.0,0.0,0.0,17.0,40.1763102,40.1763102,2.0,0.0
149," 1018 FLAGSTONE CT,-,-,LANCASTER,PENNSYLVANIA,17603",1.0,0.0,0.0,71.0,40.00804944,40.00804944,2.0,0.0
150," 1018 MILL CREEK DRIVE,-,-,FEASTERVILLE,PENNSYLVANIA,19053",1.0,0.0,0.0,17.0,40.15891713,40.15891713,2.0,0.0
151," 1019 BAINBRIDGE ST,APT 1A,-,PHILADELPHIA,PENNSYLVANIA,19147",0.0,0.0,1.0,101.0,39.94220291,39.94220291,0.0,0.0
152," 1019 HEDY LYNN DRIVE,-,-,NORTH HUNTINGDON,PENNSYLVANIA,15642",1.0,0.0,0.0,129.0,40.33239523,40.33239523,2.0,0.0
153," 1019 LADDERBACK DRIVE,-,-,LANCASTER,PENNSYLVANIA,17601",1.0,0.0,0.0,71.0,40.07702313,40.07702313,2.0,0.0
154," 1019 SHARON AVE,-,-,SHARON HILL,PENNSYLVANIA,19079",1.0,0.0,0.0,45.0,39.89949158,39.89949158,2.0,0.0
155," 102  WHEATFIELD DR.,SUITE D.,-,MILFORD,PENNSYLVANIA,18337",1.0,0.0,0.0,103.0,41.3307625,41.3307625,2.0,0.0
156," 102 BARKER STREET,-,-,RIDLEY PARK,PENNSYLVANIA,19078",1.0,0.0,0.0,45.0,39.88241799,39.88241799,2.0,0.0
157," 102 FARMINGDALE DR,-,-,DOUGLASSVILLE,PENNSYLVANIA,19518",1.0,0.0,0.0,11.0,40.313288299999996,40.313288299999996,2.0,0.0
158," 102 GRAYSON AVENUE,-,-,EAST EARL,PENNSYLVANIA,17519",0.0,0.0,1.0,71.0,40.12150594,40.12150594,0.0,0.0
159," 102 HEIGHTS AVENUE,PO BOX 345,-,MOUNT GRETNA,PENNSYLVANIA,17064",1.0,0.0,0.0,75.0,40.24223085,40.24223085,2.0,0.0
160," 102 LOCKART PLZ,-,-,PHILADELPHIA,PENNSYLVANIA,19116",1.0,0.0,0.0,101.0,40.11763096,40.11763096,2.0,0.0
161," 102 MOUNT LEBANON BLVD,-,-,PITTSBURGH,PENNSYLVANIA,15228",1.0,0.0,0.0,3.0,40.365162100000006,40.365162100000006,2.0,0.0
162," 102 NORTH PIKE ROAD,P O BOX J,-,SARVER,PENNSYLVANIA,16055",1.0,0.0,0.0,19.0,40.72406728,40.72406728,2.0,0.0
163," 102 NORTH PIKE ROAD,PO BOX J,-,SARVER,PENNSYLVANIA,16055",1.0,0.0,0.0,19.0,40.72406728,40.72406728,2.0,0.0
164," 102 PARK AVENUE,-,-,SWOYERSVILLE,PENNSYLVANIA,18704",1.0,0.0,0.0,79.0,41.30132088,41.30132088,2.0,0.0
165," 102 PARLIAMENT DR,-,-,MOON TOWNSHIP,PENNSYLVANIA,15108",1.0,0.0,0.0,3.0,40.495931299999995,40.495931299999995,2.0,0.0
166," 102 SAXON DRIVE,-,-,MC MURRAY,PENNSYLVANIA,15317",1.0,0.0,0.0,125.0,40.2591274,40.2591274,2.0,0.0
167," 102 STEPHANY ROAD,-,-,FAIRVIEW,PENNSYLVANIA,16415",0.0,0.0,1.0,49.0,42.04716420000001,42.04716420000001,0.0,0.0
168," 102 SUMMIT LANE,-,-,BALA CYNWYD,PENNSYLVANIA,19004",1.0,0.0,0.0,91.0,40.004951299999995,40.004951299999995,2.0,0.0
169," 102 WEST HIGH STREET,-,-,ELIZABETHTOWN,PENNSYLVANIA,17022",1.0,0.0,0.0,71.0,40.15058489,40.15058489,2.0,0.0
170," 102 WHIPPERWILL LANE,-,-,HILLIARDS,PENNSYLVANIA,16040",1.0,0.0,0.0,19.0,41.09253955,41.09253955,2.0,0.0
